Episode,Chapter,Index,Name,Text
Rise from the ashes,1,132,Phoenix,E-excuse me!?
Rise from the ashes,1,133,Ema,Intellectually attracted! Lana was top of her class in school.
Rise from the ashes,1,134,Lana,I was the best there was.
Rise from the ashes,1,135,Phoenix,Oh...
Rise from the ashes,1,136,Ema,"I'm doing pretty good in school too, by the way!"
Rise from the ashes,1,137,Phoenix,(It sounds a bit different when Ema says it...)
Rise from the ashes,1,138,Lana,"Well, Mr. Wright?"
Rise from the ashes,1,139,Phoenix,E-excuse me?
Rise from the ashes,1,140,Lana,"As you can plainly see, I am admitting my guilt. I think it's safe to say... there's no way you can take this case. None."
Rise from the ashes,1,141,Ema,"B-but, Lana!"
Rise from the ashes,1,142,Lana,...
Rise from the ashes,1,143,Ema,"You... you were always this way, weren't you? You never think of anyone but yourself."
Rise from the ashes,1,144,Lana,...!
Rise from the ashes,1,145,Ema,"I know you didn't do it, Lana, I know! So... So how can you say you did!?"
Rise from the ashes,1,146,Lana,...
Rise from the ashes,1,147,Ema,"If I lose you... I'll be all alone! I... I hate you, Lana!"
Rise from the ashes,1,148,Lana,... Mr. Wright?
Rise from the ashes,1,149,Phoenix,Y-yes?
Rise from the ashes,1,150,Lana,I believe our discussion here is ended. The rest... I leave to you.
Rise from the ashes,1,151,Phoenix,"...! Um... you mean, you're requesting my services as your defense?"
Rise from the ashes,1,152,Lana,"Don't lose any sleep over it. Your client has confessed, after all. The case is over."
Rise from the ashes,1,153,Phoenix,Right... I'll do what I can to get to the bottom of this.
Rise from the ashes,1,154,Lana,...
Rise from the ashes,1,155,Phoenix,"(Lana has confessed to the crime, yes... But something doesn't fit. It's that look in Ema's eyes. There's something else going on here... and I'm going to find out what!)"
Rise from the ashes,1,156,Ema,"I'm sorry, Mr. Wright."
Rise from the ashes,1,157,Phoenix,Huh? About what?
Rise from the ashes,1,158,Ema,My sister... She's not always like that you know.
Rise from the ashes,1,159,Phoenix,... I just never expected to be defending another prosecutor again.
Rise from the ashes,1,160,Ema,"She's changed a lot. She used to be so gentle, always smiling. Everybody liked her."
Rise from the ashes,1,161,Phoenix,"I see... (Sorry, but I'm having trouble imagining that.) What happened to her?"
Rise from the ashes,1,162,Ema,"I don't know for certain myself... I think maybe she... Well, maybe not."
Rise from the ashes,1,163,Phoenix,"(Sounds like there's something there that defies a simple scientific explanation.) Let's go check out this underground parking at the Prosecutor's Office, shall we?"
Rise from the ashes,1,164,Ema,O-Okay!
Rise from the ashes,1,165,Phoenix,So this is the lot where it all happened?
Rise from the ashes,1,166,Ema,Looks like they're still investigating...
Rise from the ashes,1,167,Phoenix,(Funny that my first visit to the Prosecutor's Office should be like this...)
Rise from the ashes,1,168,Ema,Hey everyone! Keep up the good work!
Rise from the ashes,1,169,Phoenix,H-hey! What are you thinking?
Rise from the ashes,1,170,Ema,"Well, they are going to be my coworkers three years from now after all. No harm in saying hello..."
Rise from the ashes,1,171,Phoenix,"Actually, there is. You know attorneys aren't supposed to examine crime scenes?"
Rise from the ashes,1,172,Phoenix,"I'm trying to not stand out too much, here, see?"
Rise from the ashes,1,173,???,"Hey there! You 'specting to go unnoticed here, pardner?"
Rise from the ashes,1,174,Ema,P-Pardner?
Rise from the ashes,1,175,???,"What do we have here? Looks like a bambina got loose from the ranch and is up to no good! Folks gotta learn to keep them dogies tied down, pardner."
Rise from the ashes,1,176,Ema,M-Mr. Marshall!
Rise from the ashes,1,177,Phoenix,(Marshall? Looks more like a sheriff to me...)
Rise from the ashes,1,178,???,"Lookie here, bambina. I know how you feel. But this is my gang's gold strike, see?"
Rise from the ashes,1,179,Ema,Strike...?
Rise from the ashes,1,180,???,"This is our claim, our territory. And the goldmine is... evidence. If you're fixin' to mess with what's ours... You'll regret it, pardner! You know what dreams the cacti out in the desert dream? You want to?"
Rise from the ashes,1,181,Phoenix,(What's this guy talking about!?)
Rise from the ashes,1,182,???,"You head along home now. Happy trails, bambina!"
Rise from the ashes,1,183,Phoenix,...
Rise from the ashes,1,184,Ema,...
Rise from the ashes,1,185,Phoenix,"Was that uh, hombre, a friend of yours?"
Rise from the ashes,1,186,Ema,Uh... kind of... sort of... Yeah. He's a detective.
Rise from the ashes,1,187,Phoenix,(Who thinks he's a sheriff from the Wild West it seems.)
Rise from the ashes,1,188,Ema,Ah hah! A ladder.
Rise from the ashes,1,189,Phoenix,Um... That's a stepladder.
Rise from the ashes,1,190,Ema,"What's the difference? In scientific terms, please."
Rise from the ashes,1,191,Phoenix,"S-scientific, huh?"
Rise from the ashes,1,192,Ema,"Look at the basic nature of things, Mr. Wright."
Rise from the ashes,1,193,Phoenix,(This all seems so horribly familiar somehow...)
Rise from the ashes,1,194,Phoenix,What's this? A wallet?
Rise from the ashes,1,195,Phoenix,"Um, excuse me! Officer!"
Rise from the ashes,1,196,Ema,"W-w-waaaait! What are you doing, Mr. Wright!?"
Rise from the ashes,1,197,Phoenix,"What am I doing? I just found this wallet, so I'm handing it over to the police..."
Rise from the ashes,1,198,Ema,"I don't believe it! This is real basic: anything at a crime scene is evidence! Let's be scientific about this, please! Just put it in your pocket."
Rise from the ashes,1,199,Phoenix,H-how is that scientific? (Sounds like theft to me!)
Rise from the ashes,1,200,Ema,"I'm called to duty already, and at my tender age! Here, I'll teach you the trick to examining evidence in detail, okay?"
Rise from the ashes,1,201,Phoenix,"(By the way her eyes are sparkling, I can tell she's been waiting for this...)"
Rise from the ashes,1,202,Ema,"Okay, okay, now. Look at the Court Record! You have to be sure to examine evidence carefully on all sides! Now. Let's start examining! From every angle!"
Rise from the ashes,1,203,Ema,Oh look! I think there might be a clue there. You should check it out! Press the Examine button.
Rise from the ashes,1,204,Phoenix,"This... This is an ID card. (Detective Bruce Goodman, ID # 5842189...)"
Rise from the ashes,1,205,Ema,See? Well? Isn't scientific investigation useful?
Rise from the ashes,1,206,Phoenix,"I guess... Though I don't see what ""science"" has to do with it."
Rise from the ashes,1,207,Ema,Let's be sure to examine every piece of evidence we find!
Rise from the ashes,1,208,Phoenix,(I guess I've got to be on my toes from now on...)
Rise from the ashes,1,209,Ema,"Well, no time to waste! Let's get hunting for clues! Hmm... I wonder what this is?"
Rise from the ashes,1,210,???,"Well, pardner. Looks like you got no intention of going home quietly."
Rise from the ashes,1,211,Phoenix,(The sheriff!)
Rise from the ashes,1,212,???,"Like I said before, this here's our claim. You'd best be moseying along. Unless you're fixing to bite the bullet."
Rise from the ashes,1,213,Phoenix,(Gah! Scary!)
Rise from the ashes,1,214,Ema,C-could you just tell us one thing...? Who owns that car?
Rise from the ashes,1,215,???,"Well, well. The little filly's got a good nose on her! You want to know who rides that red mustang with the body in her saddle, eh?"
Rise from the ashes,1,216,Ema,Please!
Rise from the ashes,1,217,???,"No problem, pardner. 'Bout time for vittles anyway. Get yourself to the saloon up on the 12th floor of the Prospector's Office. Might just find you a cervesa you like."
Rise from the ashes,1,218,Phoenix,"(Prospector's Office? Where does this guy think he is? And when, for that matter!?)"
Rise from the ashes,1,219,Ema,"Note to self: look up vittles, saloon, cervesa."
Rise from the ashes,1,220,Phoenix,(Maybe we should check out room 1202... the High Prosecutor's Office!)
Rise from the ashes,1,221,???,"In any case, stay away from the car. You can look around here all you like, just keep your paws off our claim."
Rise from the ashes,1,222,Phoenix,(Right... great.)
Rise from the ashes,1,223,Ema,"Great! Maybe there are some clues around here, Mr. Wright! Let's check it out!"
Rise from the ashes,1,224,Angel,Excuse me? Were you two all set?
Rise from the ashes,1,225,Ema,Us?
Rise from the ashes,1,226,Phoenix,(What's this? She couldn't be...)
Rise from the ashes,1,227,Ema,Y-you're selling lunches? Here? This is a crime scene!
Rise from the ashes,1,228,Angel,"Hello! Half n' Half, was it?"
Rise from the ashes,1,229,Ema,"Oh. Uh, thanks."
Rise from the ashes,1,230,Angel,"And you, sir?"
Rise from the ashes,1,231,Phoenix,Y-yes?
Rise from the ashes,1,232,Angel,Some Crunchy Goodness coming at you!
Rise from the ashes,1,233,Phoenix,Uh... thanks. (Interesting way of doing business.)
Rise from the ashes,1,234,Angel,This area is off limits to anyone without clearance. Especially passers-by. Or are you officers?
Rise from the ashes,1,235,Ema,"Uh... no, but you... You don't exactly look like the type to have clearance."
Rise from the ashes,1,236,Angel,"Well, that's hardly a way to greet someone! Even if my days as the ""Cough-up Queen"" are over..."
Rise from the ashes,1,237,Phoenix,C-cough-up? Huh?
Rise from the ashes,1,238,Ema,"You know, I'm feeling kind of full. Maybe I'll pass on lunch..."
Rise from the ashes,1,239,Angel,"I'm quite connected to this case, you see. The images are burned into my eyes, you might say. Yes, all the sordid secrets..."
Rise from the ashes,1,240,Ema,Secrets...?
Rise from the ashes,1,241,Angel,"Dear me. You are a slow one, aren't you? I'm referring to the murder. The stabbing of that detective."
Rise from the ashes,1,242,Phoenix,Whaaaat!?
Rise from the ashes,1,243,Lana,A witness clearly saw me committing the crime.
Rise from the ashes,1,244,Ema,You mean you're the witness my sister was talking about?
Rise from the ashes,1,245,Phoenix,Please! Cough-up Queen! Tell us what happened!
Rise from the ashes,1,246,Angel,The name is Angel Starr. Don't you go forgetting it. Or before you know it I'll have you whimpering at my heels.
Rise from the ashes,1,247,Phoenix,"Y-y-yes, ma'am! (Yipes! She means it!)"
Rise from the ashes,1,248,Angel,Somehow... I knew. Yesterday was a day of destiny... I knew something was going to happen... Just like I know that the Daily Special on Friday every week is salmon.
Rise from the ashes,1,249,Phoenix,Destiny...? Was yesterday special for some reason?
Rise from the ashes,1,250,Angel,"You're a defense attorney, right? You should know then. You should know the foul misdeeds of the evil ones who haunt this den of inequity!"
Rise from the ashes,1,251,Ema,E-evil ones?
Rise from the ashes,1,252,Angel,"Prosecutors! They have no qualms at all about blackening the name of innocents! And yesterday they paid homage to the most evil one of all! They gave an award for ""King of Prosecutors""... What a farce!"
Rise from the ashes,1,253,Ema,"So, she's saying... There was some sort of prosecutor's convention yesterday."
Rise from the ashes,1,254,Angel,I was almost compelled to lace their lunches with something foul...
Rise from the ashes,1,255,Ema,"Do you have a personal grievance against prosecutors, or something? Or is there some kind of scientific evidence of this, um, ""evil""?"
Rise from the ashes,1,256,Angel,"Young miss... Mock me at your own risk! You'll soon find out why they call me the ""Cough-up Queen""!"
Rise from the ashes,1,257,Ema,Ew!
Rise from the ashes,1,258,Angel,"The most heinous of all the evil ones, the one they awarded yesterday... It was in his car that they found the body! Proof that he devours the evilest lunches of all!"
Rise from the ashes,1,259,Ema,R-really!?
Rise from the ashes,1,260,Phoenix,(Really what? I'm totally confused... One thing's clear. This lunch lady has a thing against prosecutors.)
Rise from the ashes,1,261,Phoenix,"So, what exactly was it that you witnessed, Ms. Starr?"
Rise from the ashes,1,262,Angel,"It was a fascinating spectacle, to be sure! I now feel I know what they say when they talk about a ""woman's wrath."" To see Lana Skye wield that knife so..."
Rise from the ashes,1,263,Phoenix,!
Rise from the ashes,1,264,Angel,"Her knife flashed in anger, bringing him to a sad end. It was truly a sight to see."
Rise from the ashes,1,265,Ema,Y-you mean you saw the very moment of the crime!?
Rise from the ashes,1,266,Angel,The sound of his silvery ties to this world being cruelly cut still rings in my ears. And the rhythmic beat of Lana Skye's knife...
Rise from the ashes,1,267,Phoenix,Wait a second! You know Lana Skye?
Rise from the ashes,1,268,Angel,"Hmph. Of course. It's quite a feat... becoming Chief Prosecutor. How many lunchboxes of sin did she pack to make that journey, I wonder!"
Rise from the ashes,1,269,Ema,She... always travels light.
Rise from the ashes,1,270,Phoenix,(Now why would this pretty lunch lady know the Chief Prosecutor's name?)
Rise from the ashes,1,271,Ema,"Um... Could we ask you a bit about yourself, Ms. Starr?"
Rise from the ashes,1,272,Angel,"I come here every day to sell lunches. I import only the freshest and best from the Far East. For some reason, the box lunches are a hit here."
Rise from the ashes,1,273,Ema,Why not make the lunches here rather than import them?
Rise from the ashes,1,274,Angel,Did you say something?
Rise from the ashes,1,275,Ema,N-no...
Rise from the ashes,1,276,Angel,Only true connoisseurs can understand... The kind you can only tell someone who has tried General Tso's Trilobite lunch set.
Rise from the ashes,1,277,Ema,Ah... Nevermind... You win.
Rise from the ashes,1,278,Phoenix,(I don't even want to appreciate part of a trilobite's flavor.)
Rise from the ashes,1,279,Angel,"Anyway, I come here every day to sell lunches. My boyfriend works in the security room here at the Prosecutor's Office."
Rise from the ashes,1,280,Ema,Y-your boyfriend?
Rise from the ashes,1,281,Angel,See the security room over there?
Rise from the ashes,1,282,Phoenix,The glass-walled booth?
Rise from the ashes,1,283,Angel,"I sell my lunches and, since I'm here anyway, I drop in to see him."
Rise from the ashes,1,284,Phoenix,(Since you're here anyway... I guess selling lunches is more important than romance.)
Rise from the ashes,1,285,Ema,"So, to scientifically analyze the data available so far... You, Ms. Starr, are a lunch vendor with an ulterior motive for coming here!"
Rise from the ashes,1,286,Phoenix,(Useful analysis. Not.)
Rise from the ashes,1,287,Phoenix,"Did you have a bad experience with a prosecutor, Ms. Starr? I sense some... hostility."
Rise from the ashes,1,288,Angel,"Hostility? Hah! Perhaps. Prosecutors are all alike. And the bigger they get, the worse they smell. Kind of like 10-day old clams in the chowder."
Rise from the ashes,1,289,Phoenix,(I wonder if Ms. Starr was involved in some sort of legal trouble in the past?)
Rise from the ashes,1,290,Ema,"That'd be a sure cause of food poisoning! Scientifically speaking, of course. I mean, now you're talking ""Cough-up Queen""!"
Rise from the ashes,1,291,Phoenix,"(I thought she was just a lunch vendor, but now I'm not so sure...)"
Rise from the ashes,1,292,Ema,"This is the kind of room that just screams ""I can do the job."" Quite a change from your office, really."
Rise from the ashes,1,293,Phoenix,Thanks.
Rise from the ashes,1,294,Ema,"Look, look! There's a trophy or something here!"
Rise from the ashes,1,295,Phoenix,"(A trophy? What, that shield?)"
Rise from the ashes,1,296,Ema,"It takes real nerve to display stuff like this. Whoever's office this is, he must be a real stuck-up jerk!"
Rise from the ashes,1,297,Edgeworth,"Mr. Phoenix Wright... You never tire of prying into other people's business, do you?"
Rise from the ashes,1,298,Phoenix,"(That voice...!) Long time, no see, Edgeworth."
Rise from the ashes,1,299,Ema,Huh? Aaaaaaaaaaaaah! M-M-Mr. Edgeworth!
Rise from the ashes,1,300,Phoenix,...! You know him from somewhere?
Rise from the ashes,1,301,Ema,"O-of course! I'm his biggest fan! My sister introduced us once, and..."
Rise from the ashes,1,302,Phoenix,"(Right... her sister was the Chief Prosecutor, after all.)"
Rise from the ashes,1,303,Edgeworth,Well? What brings you here? I'll warn you... I've been known to be a real stuck-up jerk...
Rise from the ashes,1,304,Ema,"N-no! Did I...? No! It was just, Mr. Wright here, he..."
Rise from the ashes,1,305,Phoenix,Hey! Don't blame me!
Rise from the ashes,1,306,Ema,W-we're just here to investigate a murder case!
Rise from the ashes,1,307,Edgeworth,Murder...?
Rise from the ashes,1,308,Ema,"A body was found in this nasty, bright red sports car in the parking lot..."
Rise from the ashes,1,309,Edgeworth,Hmm? That would be my car. What of it?
Rise from the ashes,1,310,Ema,Whaaaaaaaaaaaa!? Y-y-y-your car!?
Rise from the ashes,1,311,Phoenix,"(I'll say one thing, she certainly can scream.)"
Rise from the ashes,1,312,Phoenix,"So, the body was found in your car?"
Rise from the ashes,1,313,Edgeworth,"Go ahead, say it, Wright. You think I did it, don't you? After you went through all that trouble to help me last year, no less."
Rise from the ashes,1,314,Ema,"N-no, we don't think you did it! I mean, it was my sister who stabbed him... Uh, wait, no, she didn't do that! I mean..."
Rise from the ashes,1,315,Edgeworth,"Wait... So you're the Chief Prosecutor's little sister, then?"
Rise from the ashes,1,316,Ema,"Y-yes sir! Ema Skye! It, uh... It's nice to meet you again!"
Rise from the ashes,1,317,Phoenix,(Now that didn't sound forced at all...)
Rise from the ashes,1,318,Edgeworth,"Ah, now I remember. You've... really grown. I'll admit, it was a surprise to me, too. To think that my own car would become the scene of a murder. More surprising still... Now I'm forced to prove my superior's guilt."
Rise from the ashes,1,319,Phoenix,I can understand... W-wait!... What did you say!?
Rise from the ashes,1,320,Edgeworth,"Lana Skye is the Chief Prosecutor... the top prosecutor in the district. She can't prosecute herself, so I'll be the prosecutor at the trial tomorrow."
Rise from the ashes,1,321,Ema,You!? Mr. Edgeworth...
Rise from the ashes,1,322,Edgeworth,To be honest... It's a bit of a miracle I'm still here at all.
Rise from the ashes,1,323,Phoenix,What do you mean?
Rise from the ashes,1,324,Edgeworth,"Rumors. You've heard the rumors about me, haven't you?"
Rise from the ashes,1,325,Phoenix,"(Miles Edgeworth... It's hard to remember a time when there WEREN'T rumors about this guy... Forging evidence, arranging false testimony, illegal searches, you name it...)"
Rise from the ashes,1,326,Edgeworth,"Thanks to you, my innocence was established in the trial at the end of last year. However, there are some who say I'm the one responsible for the current incident."
Rise from the ashes,1,327,Phoenix,Wh-what? That's crazy!
Rise from the ashes,1,328,Edgeworth,Hmph. Some people need very little excuse to think ill of others. It's a fact of life. Impossible to stop.
Rise from the ashes,1,329,Ema,But...
Rise from the ashes,1,330,Edgeworth,Some of them even go so far as to present me with toys like this... They think it's funny.
Rise from the ashes,1,331,Phoenix,(Toys? That bronze shield? There's got to be a story behind that one...)
Rise from the ashes,1,332,Phoenix,I've been wondering... what the heck is this?
Rise from the ashes,1,333,Ema,"It has a big ""K"" on it."
Rise from the ashes,1,334,Edgeworth,*mumbles* of Prosecutors...
Rise from the ashes,1,335,Phoenix,Huh? What's that?
Rise from the ashes,1,336,Edgeworth,"It's the ""King of Prosecutors"" trophy."
Rise from the ashes,1,337,Ema,"K-K-K... ""King of Prosecutors""!?"
Rise from the ashes,1,338,Edgeworth,It's a great honor. They send that shield to the best prosecutor each year. What! So?
Rise from the ashes,1,339,Phoenix,"So that ""K""... that's..."
Rise from the ashes,1,340,Ema,"""K"" stands for ""King""?"
Rise from the ashes,1,341,Edgeworth,"Yeah, you got a problem with that? I didn't design the thing!"
Rise from the ashes,1,342,Ema,"""King of Prosecutors""... Kind of like ""Employee of the Month,"" only better!"
Rise from the ashes,1,343,Phoenix,"So, in other words, you were the best of the best this year, huh?"
Rise from the ashes,1,344,Edgeworth,"You can take that foolish grin elsewhere, Wright. I lost a day of work to receive that travesty."
Rise from the ashes,1,345,Ema,Huh? Why's that?
Rise from the ashes,1,346,Edgeworth,I had to go to the Police Department ceremony to receive that broken shield.
Rise from the ashes,1,347,Phoenix,The Police Department?
Rise from the ashes,1,348,Edgeworth,"Yes. Right next to the Police Station downtown. You've been there, correct?"
Rise from the ashes,1,349,Phoenix,Where Detective Gumshoe works? Yeah.
Rise from the ashes,1,350,Ema,"Um, I was wondering something about your shield... Why is it broken?"
Rise from the ashes,1,351,Edgeworth,What does it matter? I've got more important things to worry about.
Rise from the ashes,1,352,Ema,Oh. Right...
Rise from the ashes,1,353,Phoenix,"(He doesn't seem too concerned about his award, for better or for worse.)"
Rise from the ashes,1,354,Edgeworth,Yesterday was a very busy day for the Prosecutor's Office.
Rise from the ashes,1,355,Ema,Maybe... we should ask him more about yesterday?
Rise from the ashes,1,356,Phoenix,Could you tell me more about yesterday... the day of the murder?
Rise from the ashes,1,357,Edgeworth,Yesterday was the annual cleaning day at the Prosecutor's Office.
Rise from the ashes,1,358,Ema,Cleaning day?
Rise from the ashes,1,359,Edgeworth,"Working with the Police Department, we sort and file all evidence for solved cases. We call it ""evidence transferral."""
Rise from the ashes,1,360,Ema,"Wiping your hands of old cases, in other words."
Rise from the ashes,1,361,Edgeworth,"Oh, and another thing... A ceremony was held at the Police Department. There's an annual review and awards for outstanding police officers and prosecutors."
Rise from the ashes,1,362,Phoenix,And that's when you got the shield?
Rise from the ashes,1,363,Edgeworth,I was at the police department yesterday afternoon... I got back here at 5:12.
Rise from the ashes,1,364,Phoenix,That's... very precise.
Rise from the ashes,1,365,Ema,"People like myself and Mr. Edgeworth pride ourselves on our precision, Mr. Wright."
Rise from the ashes,1,366,Edgeworth,"No, I place little faith in my memory. The only thing I trust is solid evidence."
Rise from the ashes,1,367,Edgeworth,This is the parking stub from the underground lot.
Rise from the ashes,1,368,Phoenix,(The murder took place around 5:15...)
Rise from the ashes,1,369,Ema,So the murder happened right after you got back.
Rise from the ashes,1,370,Edgeworth,"What, Wright? I'd appreciate it if you'd direct that suspicious glare elsewhere."
Rise from the ashes,1,371,Meekins,"Um...! Excuse me! But is Mr. Edgeworth, uh... anywhere on the premises?"
Rise from the ashes,1,372,Edgeworth,I'm Edgeworth. What is it?
Rise from the ashes,1,373,Meekins,"I'm here, sir, at the request of the Chief, sir! I've got your report, sir!"
Rise from the ashes,1,374,Edgeworth,Report? What? Did you find new evidence in the case against Chief Prosecutor Skye!?
Rise from the ashes,1,375,Phoenix,(I don't like the way this conversation is going at all...)
Rise from the ashes,1,376,Meekins,"Er... Skye, sir? No, sir! No name of that kind, sir! Not in this report, sir!"
Rise from the ashes,1,377,Edgeworth,...!
Rise from the ashes,1,378,Phoenix,(I think I just heard Edgeworth's lid blow.)
Rise from the ashes,1,379,Ema,"Mr. Edgeworth's lid isn't on very tight, is it?"
Rise from the ashes,1,380,Edgeworth,"I made a clear request to the Police Department, did I not? I need to focus on the trial tomorrow, so don't bring me anything unrelated!"
Rise from the ashes,1,381,Meekins,"Sir! But, but sir! I'm just following orders, sir! They told me to bring this to you! I wasn't aware of the peculiars of your arrangement with us, sir!"
Rise from the ashes,1,382,Edgeworth,Give me your name!
Rise from the ashes,1,383,Meekins,"U-uh, yes... yes, Sir! M-M-Meekins, sir. Officer Meekins!"
Rise from the ashes,1,384,Edgeworth,Right. Officer Meekins? Take your report and leave. And good luck with that raise next month.
Rise from the ashes,1,385,Meekins,"*whimper* B-but, sir, I d-didn't know!"
Rise from the ashes,1,386,Phoenix,(Poor guy. Looks like he was absent on the day they gave out brains and good luck.)
Rise from the ashes,1,387,Edgeworth,Wright.
Rise from the ashes,1,388,Phoenix,"Y-yes, sir!? (Gah! He caught me off guard!)"
Rise from the ashes,1,389,Edgeworth,"As you can see, I'm busy. You may leave now."
Rise from the ashes,1,390,Ema,"L-let's do as he says, Mr. Wright!"
Rise from the ashes,1,391,Edgeworth,The victim was a detective from the same department as that patrolman just now. Go down to the Police Department. You can ask more there.
Rise from the ashes,1,392,Phoenix,U-uh... Thanks. (He seems to have finally calmed down at least.)
Rise from the ashes,1,393,Ema,Whew... We're finally here. Why would they put the detectives so far away from the Prosecutor's Office?
Rise from the ashes,1,394,Phoenix,"That took almost 30 minutes by taxi... and traffic wasn't even that bad. This is my first time to the Police Department, actually. ? Hold on, what's that?"
Rise from the ashes,1,395,Ema,Disturbing! Why does it undulate like that?
Rise from the ashes,1,396,Phoenix,"Oh, wait I know. This is the ""Blue Badger."" They're trying to make him the police mascot."
Rise from the ashes,1,397,Ema,"Wow, Mr. Wright! You know a lot about the Police Department! Still, he does seem familiar, somehow..."
Rise from the ashes,1,398,Phoenix,Forget the Blue Badger! Who's that next to him!?
Rise from the ashes,1,399,Ema,Someone appears to be... dancing with the Blue Badger... Uh oh. He noticed me.
Rise from the ashes,1,400,Phoenix,He sure is running over here fast...
Rise from the ashes,1,401,Gumshoe,"H-h-h-hey, pal! W-w-w-what're you doin' here!?"
Rise from the ashes,1,402,Phoenix,"That's my line, Detective Gumshoe. Specifically, why were you dancing over there?"
Rise from the ashes,1,403,Gumshoe,"What!? Um, well..."
Rise from the ashes,1,404,Phoenix,"(Well, at least he doesn't seem to be busy. This is our chance to get information!)"
Rise from the ashes,1,405,Gumshoe,"Hey! I'll have you know I'm a very busy man, pal."
Rise from the ashes,1,406,Gumshoe,"I'll give you one word of advice, pal. You'd better not agree to defend the suspect in this case."
Rise from the ashes,1,407,Ema,Wh... Why not?
Rise from the ashes,1,408,Gumshoe,Huh? Well... It's just that the Chief Prosecutor has confessed to the crime. She says she summoned the detective to the Prosecutor's Office and... she killed him.
Rise from the ashes,1,409,Ema,"But, what if she's not telling the truth!?"
Rise from the ashes,1,410,Gumshoe,"Yes, well... no! C'mon, pal! There's plenty of evidence against her!"
Rise from the ashes,1,411,Ema,B-but what if the evidence was faked?
Rise from the ashes,1,412,Gumshoe,"Hey, pal. Can I speak to you for a second?"
Rise from the ashes,1,413,Phoenix,Huh? Me?
Rise from the ashes,1,414,Gumshoe,Why is this little girl so peeved at me?
Rise from the ashes,1,415,Phoenix,She's a relative of the suspect. Lana Skye's sister.
Rise from the ashes,1,416,Gumshoe,Whoa!!! The Chief Prosecutor's little sister!?
Rise from the ashes,1,417,Ema,"Just, please investigate this case carefully, okay? Scientifically!"
Rise from the ashes,1,418,Gumshoe,"Yessir! Oh, by the way. You might want to keep your voices down. You don't want to be overheard using words like ""faked""..."
Rise from the ashes,1,419,Ema,Huh?
Rise from the ashes,1,420,Gumshoe,It's just... it's a sensitive issue with us these days.
Rise from the ashes,1,421,Ema,"So... what are you doing here, Detective Gumshoe?"
Rise from the ashes,1,422,Gumshoe,"Me? Oh, well... nothing, really. They kicked me out of Criminal Affairs..."
Rise from the ashes,1,423,Phoenix,Detective Gumshoe! What did you do this time?
Rise from the ashes,1,424,Gumshoe,"Whaddya mean, ""this time""!?"
Rise from the ashes,1,425,Ema,"Then, what happened? I know things are busy right now... I mean... with my sister's case and all..."
Rise from the ashes,1,426,Gumshoe,It's true. We've never had a Chief Prosecutor murder anyone before! Only the highest-ranked people are being let into Criminal Affairs now... The lowest ranking guy in there is our chief of detectives. They're not letting any of us rank-and-file detectives in at all.
Rise from the ashes,1,427,Ema,None of you?
Rise from the ashes,1,428,Phoenix,"(I know this is an important trial, but isn't that a little odd?)"
Rise from the ashes,1,429,Gumshoe,"So, anyway, I thought I'd spend the day getting the badger dance down pat."
Rise from the ashes,1,430,Ema,Um... Isn't there anything else you could be doing?
Rise from the ashes,1,431,Gumshoe,"The Chief of Police himself is directing this investigation, pal. And Officer Marshall was assigned to the underground parking lot."
Rise from the ashes,1,432,Ema,Officer Marshall...
Rise from the ashes,1,433,Phoenix,"(Now that I think about it, Ema did seem to know that Marshall guy.)"
Rise from the ashes,1,434,Gumshoe,"A patrolman in charge of a crime scene... It's unheard of, pal!"
Rise from the ashes,1,435,Phoenix,"Um, Detective Gumshoe? What can you tell me about this?"
Rise from the ashes,1,436,Gumshoe,"Huh? Hey, pal! This is a detective's ID card! You can't just keep that! You have to turn it in to the police! It's people like you that get me into so much trouble all the time!"
Rise from the ashes,1,437,Phoenix,(Meaning Detective Gumshoe must drop his card a lot.)
Rise from the ashes,1,438,Gumshoe,"Hmm... let's see... ""Bruce Goodman""... Goodman... Sounds familiar... ... Nah, my mistake."
Rise from the ashes,1,439,Ema,"But, don't you work together with him in Criminal Affairs?"
Rise from the ashes,1,440,Gumshoe,Whoa!!! Now I remember! Bruce Goodman! He's the victim!
Rise from the ashes,1,441,Phoenix,(That's what I thought...)
Rise from the ashes,1,442,Ema,"Can you tell us more, Detective Gumshoe?"
Rise from the ashes,1,443,Phoenix,So... this ID card belonged to the victim?
Rise from the ashes,1,444,Gumshoe,"He was a detective, like myself. Detective Bruce Goodman."
Rise from the ashes,1,445,Ema,"Hmm... Don't you think it's strange? I mean, why would the victim's ID card be lying on the ground where we found it?"
Rise from the ashes,1,446,Gumshoe,"Well, Detective Goodman should have been at the Police Department yesterday. There was an evidence transferal for a case he handled two years ago."
Rise from the ashes,1,447,Ema,Evidence transferal... Mr. Edgeworth mentioned that too. But... Detective Goodman was killed at the Prosecutor's Office...
Rise from the ashes,1,448,Gumshoe,"Well, that's the thing... It's hard to say this, but... Word is that Chief Prosecutor Skye called him out there, to the parking lot."
Rise from the ashes,1,449,Phoenix,(And Lana's confessing as much...)
Rise from the ashes,1,450,Gumshoe,"Found in Mr. Edgeworth's car, stabbed with Mr. Edgeworth's knife, huh... What would drive Chief Prosecutor Skye to do such a thing?"
Rise from the ashes,1,451,Ema,...
