Contents,Label
"hoy, en las desventuras de albert sin agua que salga de ningún grifo en el piso. ha decidido que no sale hasta nuevo aviso ",non-biased
@pandeliria @eltuitdrink bien! yo no se que tiene el mundo en contra de la tercera generación  mi fav es la primera pero merece la pena.,non-biased
ya me está jodiendo la tarde pep...bueno me.voy a dar un.paseo ,non-biased
mujer ociosa no puede ser virtuosa,biased
los hombres son los que mantienen su hogar.,biased
@johanna_196 el sábado unas risas todos juntos... a por otro año más! ,non-biased
"@elitron77 bueno, yo soy de la real, neutral total ",non-biased
"o sea no es que sea mal pedo , pero si uno no puede venir a tomar a su casa con amigos pues los demás tampoco se quedaron sin fiesta. ups",non-biased
@tenistachanel @100 si haase hace otro set y janowicz el over. me voy a estar acordando del puto chino toda noche...... ,biased
siempre soy la culpable de la mierda de todos ¿no?,non-biased
jajajajaja ay que triste me siento,non-biased
@policia. precaución amigo conductor que la senda es peligrosa..... lo importante es llegar. ,non-biased
@escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,non-biased
@jenifersaucedo_ así es pero somos mas personas honradas! que se note,non-biased
"-y te pidió perdón o algo? -no -no te habló? -no mamy -y tú a él? -menos, ahora lo odio -muy bien, ni se te ocurra hablarle",biased
@trusarota ha si ya vi si se ve buena!!! la pondré a ver si no me duermo dura un buen jaja pero se ve buena!! mil gracias,non-biased
"#convocatoriaunam alguien que sea tan amable de mandar el link para registrarse x favor, no lo encuentro",non-biased
me parece q en esta edicion blogs @iagua la 4a posicion será la + reñida @hidrojing @jcponline @marinaarnaldoso https://t.co/8hlhyxox55,non-biased
"era lógico quel dj del reggaeton de mae west no pusiera la canción de la tentación, tanto la del lobo como la del kokodrilo. desepsión ",non-biased
"un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta",non-biased
"me veis en persona, no me saludais y luego me hablais para decirme que me habeis visto ",non-biased
mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor,non-biased
las mejores fotos son las que no se ven,non-biased
[@fannygenguix estarás super mona  cuando pueda lo miraré yo también. me molaría grupal de 'chicas spidey,non-biased
estoy malita de la gripa,non-biased
alguna serie buena? no? ninguna?,non-biased
"papá: vamos al beis hijos: siiii mamá: no, vamos al cine papá: al cabo que ni ganas de ir al beis tenia, que función quieres? hijos:",biased
"hoy amaneció nublado y con frío! el día está para no salir, ver pelis y comer pizza! bonito viernes y buen fin de semana para todos!",non-biased
"buenos días!!! los retos en la vida no están ahí para paralizarte, sino para ayudarte a descubrir quién y que tan fuerte eres... besitos",non-biased
"lo que la mujer no consigue hablando, lo consigue llorando",biased
@carlotayoutube me acabo de poner mala y mañana es la quedada en málaga  ojalá recuperarme antes de la quedada,non-biased
"otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir... ",non-biased
le mande un mensaje a mi ibf por año nuevo y aun no me contesta jajaj,non-biased
como cuando tu mamá quiere que te hagas pruebas de embarazo jajaja no estoy embarazada solo malita,biased
feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,biased
@noesunpagaro que te pasa necesitas ayuda? favea si te tienen secuestrada ,non-biased
"me está molando bastante el rollo este del knifing, encima los tricks con balístico no se me dan nada mal ",non-biased
este año el madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #chiringuitopiqué,non-biased
creo que alguien me ha bloqueado. es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. me siento mal ,biased
los reyes magos me trajeron una cruda que,non-biased
"con mujeres, armas y fuegos, no quieras juegos",biased
"gastar, malechor y basaltar son mas apropiados jajaj",non-biased
lo peor de estar malo y tirarse toooooodo el día durmiendo es que ahora por la noche no me duerme ni el tato...   ,non-biased
empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,non-biased
"casa donde gobierna la mujer, no suele ir bien",biased
soy mas complicado que una mujer jajajajaja,biased
@correosdemexico está atascado el palacio de los deseos @l_arellanon #ayñ #novanallegarlosreyes,non-biased
@ciberchenet porque nunca nos toca un arbitro bueno? hay alguno que sea bueno para el valencia? ,non-biased
"happy birthday!!!! ya eres legal, dtb hoy y siempre, mis mejores deseos te quiero mucho y al rato te veo",biased
"@carlacarrilloof: y todo lo mejor para ti y para tus seres queridos. recibe un cálido y fuerte abrazo desde san luis potosí, s.l.p. tqm",non-biased
"@gothicnekogd para nigtwish tengo asiento, aunque fueramos juntos no podríamos sentarnos uno al lado del otro para los otros tengo pista",non-biased
"@juliahdevince tu ser muy buena maifren, no hay nada que me ponga bien por ahora pero gracias por preocuparte por mí.",non-biased
@balucorp ni has estado feo,non-biased
@elpachinko ¡de nada! me gustó mucho ese paseo alternativo por otro gante ,non-biased
"samantha dice de broma que nací castigada,pero a mi me parece muy real",non-biased
quiero mimos. y un zumo de naranja. estoy enfermita ,non-biased
que triste que guadalajara está igual de contaminado que mty,non-biased
"@edortaramirez un click más, scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer ",non-biased
"@requefer una de las que tiene mejores indicadoras, pero que es totalmente privada. y no abramos esa puerta sin debate previo ",non-biased
hoy un señor en el súper me dijo señora. tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,biased
@aymerich97 yo solo puse las evos de eevee ,non-biased
lo único que necesito para ser feliz es dinero.,non-biased
@tartadedurazno es lo que tiene ser un cereal ,non-biased
como cuando sigo de vacaciones pero me tengo que desvelar por reportes de servicio social.,non-biased
"@deba12334 por qué siempre en las finales los hacen los domingos y todos al siguiente día trabajan, van a la escuela y no se pueden",non-biased
"@estherswaggy ¿haces también la misma carrera? jo, igual de una comunidad a otra cambian, be positive ",non-biased
desde que he vuelto a mi casa se llevan todos bien porque cada vez que pasa algo me echan la culpa a mí y se quedan tan tranquilos ,non-biased
"te bloquee crea cuentas huevo y solito se sigue y dá rt, porque ya no le creen sus fans. ah qué mi paisano, ni me interesa su amistad.",biased
@tabernita @ptraciogg pregunta seria.  para cuando kedada/cañas de gente twittera de la zona? ,non-biased
lo único malo de death note es que dura muy poco. ,non-biased
"@sirarmindice voy a leer sobre ello por cierto, no estoy en contra de la propiedad privada, por errores me refería al invididualosmo..",non-biased
@itsximenab ¡ánimo! que la vida valga la alegría y no la pena dile a tu mamá que qué buena rosca hace,non-biased
y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes agencias de investigación ,non-biased
@rociyaxel feliz cumpleaños que la pases súper bien,non-biased
que triste ver todas las fotos de cuando fuimos amigas,non-biased
@lunasyney no puedo meterme con el ix porque su diseño es precioso y porque lo que jugué antes de perderme y dejarlo me encantó ,non-biased
acabo de ver una película extrañamente buena! un cadáver para sobrevivir véanla,non-biased
"buenos días, esto va en serio....primer día de curro..... #felizmartes!! ",non-biased
"@graffitera23 qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos ",non-biased
por que no maquillo padre como mis primas de usa y por que no tengo su maquillaje hahahaha,non-biased
@migferdi en toda españa ahora mismo ,non-biased
"@la_sol_soleil hola sol, hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",non-biased
"mira que soy pesimista a maza, pero odio que la gente sea taaaan pesimista ",non-biased
@adrimoeg bienvenido de arriba sánchez jajaaa ,non-biased
@elspeaker la vida nos lleva por caminos inextricables jajaja me alegro de que te haya molado el programa de hoy ,non-biased
@tengo_mas_razon mi país el primer tema que escuche de nach ,non-biased
mi tío me contó que iba en el metro bus y que un cabron dijo por teléfono que se hubiera agarrado la pantalla en lugar de la licuadora,non-biased
durmiendo tan rico y sólo me hablan para chingar.... y dicen q yo soy el q tiene una vida de mierda y bla bla bla,non-biased
@juliarguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ,non-biased
"@juanjok mira q me gustaría, juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",non-biased
"noemi duerme y yo estoy abandonada, hacedme caso ",non-biased
"@slaveofjavier, experto en hacer reencuentros inolvidables since 1994 ",non-biased
"desde que tengo uso de razón todos mis fin de año han sido en casa de mi abuelita, este año será distinto y triste, te extraño tanto abu",non-biased
@mariobautistamb @mariobautista_ te amo un buen,non-biased
@maryansoy para el frio la solucion es hacer lo que dice esta frase sabado sabadete camisa nueva y .... ,non-biased
"q lindo q 1 vieja maquillada 5 tonos + claro, q c cree asiática y q comparte memes horribles, piense q es mejor que yo en cualquier cosa",biased
hoy es el cumpleaños de lo más molón de la hoya ¡felicitad todos a la bonica y maja de @irleseva! ,non-biased
q los gp de la caixa (y otros) manipulen el ibex es una bendició gracias a ellos podemos arrañar alg son auténticos pardillos ,non-biased
que lindos recuerditos al mirar nuestras fotos de un 3 de enero 2016 conviviendo ella con mi familia. hoy hace un año.,non-biased
@claranyannyan y lo bonitas que las tienes? ,biased
"buenos días. lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina #buenosdias",non-biased
"oye niña, qué no te buscan en tu casa? no tienes ni mayor de edad. yo llego 30 min después de la hr acordada y me súper regañan.",biased
still falling for you es genial omg aunque ver la cara de ellie con todos los retoques botoxiles me entristece ,non-biased
"cuidando a mi enfermita, hoy no se trabaja dice ella y esta perfecto día de camita! yo malita tu malita chin me toco ser la enfermera!",biased
@llillitto @carreracsic @trofeojose_cano @correporsiria @mediodemadrid @mitinatletismo @nortevssur1 gracias  me lo paso genial haciéndolo!,non-biased
hay alguien apuntando a mi ventana con un laser define pesadito ,non-biased
ando bien adolorido de mi espalda,non-biased
uju!!! a estas tempranas horas de la noche ya sólo me falta leer como 70 mensajes de whats que chido que me gusta leer verdad!! (n.n)!,non-biased
son las 2 de la tarde y apenas me di cuenta que no traigo nada del kit para año nuevo .. ni siquiera el bóxer rojo.,non-biased
@rubenlinoman como todo! es un jugón! no quiero que lo fichéis. es el peor día de mi vida ,non-biased
estoy comenzando la última temporada de himym,non-biased
"@nkhrapblaq bueno, yo voy por la mañana a madrid pero intentaré ir o si no nos vemos en la cola que fijo me pasaré ",non-biased
@goetha jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #tonyysorayaenmalaga,non-biased
"@crimsonghost__ tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres ",biased
"qué depresión me entra, de seguro gana gente que solo dio rt porque sí, por probar suerte y no verdaderos fans ",non-biased
@greenparadise_ siiiiii tío  el viernes te invito a una litro jurao,non-biased
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad espero que puedan reprogramarlo muy pronto,non-biased
"@estarc62 no podía dormir y prendí la compu a las 4am y no sé como ngaos di con tu testimonio mariano, escuché la misma voz q tú,gracias",non-biased
vale he visto la tia bebiendose su regla y me hs dado muchs grima ,biased
llegan tiempos difíciles y lo único que me queda es afrontarlos y seguir adelante,non-biased
"@manuelortegama4 se llama wolf, es la mascota #sesalen en apoyo a los deportistas paralímpicos más inf https://t.co/kql89udr3h",non-biased
"@liliemayen es en marzo, ¿no? es que voy a ir con mi novia",non-biased
"@arissima yyyy gracias, te vamos regalar una playera",non-biased
"@satu_9r @laf1es no, pero dejarte la piel, ir 7º y descartar los puntos sí. lee el text carlos nos lo explicó muy clarito ",non-biased
para que me robaran 4 millones de pesos como en la casa de andrés garcía me tendrían que robar la casa con todo y casa y ni así,non-biased
"@soytanninabien jaja, estás aburrida!? mejor cuéntanos otro cuento",biased
"@raticorns pasé algo similar, el regalo genial (una de esas cosas donde pones tu cel y se ve 3d) pero mi cel es viejísimo y no funciona",non-biased
me habría gustado hacer alguna de las de los targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ,non-biased
@zexioning al revés  si quiero hacer cosas me quedo en cada a ver la peli ejem.,non-biased
@thelordofkai por eso he dicho casi como método sutil de aproximación ,non-biased
@ivanmiguez_ lol miguez tu eres guapo no le hagas ni caso no ves que es vasca y alli no se folla pero no es culpa tuya ,biased
he salido de casa sin ir al baño y me estoy meando como una persona mayor ,non-biased
"@letinneverlxnd se nos queda pequeña, sólo 300 de aforo ",non-biased
@alex_yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,non-biased
@mamiauryner1 espero sobretodo tenerla con mi niño  jajajaja. gracias guapa,non-biased
me pongo al día con re:zero en dos días y medio y ahora me dejan una semana intrigado por el final del capitulo. esto no se hace eh ,non-biased
@futbolero93 solo recuerda que iman es tranquila ,non-biased
"onq16, ibexams, grad.prepatec, vemrd, grad.ib, itesm inq, emria. fue un buen año #2016 y el que viene, mejor!!",non-biased
@estremaimona hija mía ...haces inteligente a la anormal de yolanda morin.... ,biased
la jardi y yo estamos aburridas pa cuándo vienes?  @parsimonyan,non-biased
ultimamente estoy comiendo muchos macarrones... gracias señor @marianorajoy sin ti esto no sería posible ,non-biased
estoy esperando aún el directo de @zooevolution @willyrexyt @vegetta777,non-biased
estoy haciendo chocolate abuelita y pura madre que les voy a dar,non-biased
not myself tonight era hermosa pero el video rip off de bad romance arruinó todo para mi queen x,non-biased
"@xxleonxx67 en fin da igual, al final ya están así los asalariados, y amigo, se escribe elotadoras",non-biased
"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no...",non-biased
"sad music y mucho trabajo, ya que es buena combinación",non-biased
#happyjungkookday #꾹이생일ㅊㅋ galleta bonita *.* feliz cumpleaños al mejor maknae del mundo ,non-biased
@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ,non-biased
#quisieraque la gente fuera eterna,non-biased
"@amuntvalencia_ no te preocupes, pero como hay tanta mala baba en twitter pensaba que había sido por eso ",non-biased
#felizmiercoles mis chamacos queridos dios me los bendiga y me los llene de todo su amor los quiero besitos,non-biased
"serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita",non-biased
acabo de etiquetar a mi tía en una cosa. soy más allá de mi propia tía. soy la tía de las tías.,biased
@angela_m_a_ hombre me dices que se oía mal  yo soy defensora de amaiah a morir jajaj,non-biased
extraño los tacos de el vaquero,non-biased
"la donna è mobile, qual piuma al vento, muta d'accento, e di pensiero",non-biased
"chicxs nunca idealicéis demasiado a una persona, que luego os da mg en facebook y rompéis un espejo de la emoción ",non-biased
"@senior_esfera qué va, son tranquilas, nunca logra refutarme nada ",non-biased
se ha ido de mi espalda y no se como ha acabado dejandome en una esquinita de mi propia cama ,non-biased
"mi última partida jugada, con sona support. la grandes razones para jugar sona https://t.co/2rgmmeafis",non-biased
"@javier_depecos otro para ti javier, me ha hecho mucha ilusión tu respuesta. gracias de corazón  feliz noche.",non-biased
estaba contando que mi mamá tiene como 9 grupos de wa y yo sólo tengo el de mi salón que está silenciado por un año,non-biased
"quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.",non-biased
"para los que el día de mañana regresan a clases, que en este nuevo semestre cumplan todos sus objetivos y les sea muy exitoso! #adarle",non-biased
que horrible es querer dormir y que tu perrita no deje de roncar,non-biased
jamás he sido muy romántica... pero necesito tus abrazos y besos de práctica,non-biased
cuando sufres porque no encuentras emulador para jugar al pokemon rubí en ios 9.3.4 ,non-biased
baby @blasauryn #followspree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.,non-biased
sé (o eso espero) que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,non-biased
¿es un niño? es tan guapo que parece una niña.,biased
"@brujadeltuiters . estas palabras, del poema, instantes, son de nadine stair. escritora norteamericana, a la q le gustan los helados.  ",non-biased
"aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",non-biased
cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,non-biased
@jpablobece  la tengo que retomar... qué tal la segunda temporada? a @crevillo le ha flipado pero q opinas tú? que carlos no es de fiar ,non-biased
@giorgiojater pero tampoco hace falta abrirlo para hablar ,non-biased
"rivera y rajoy no han pactado que nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. nos vemos el 25d ",non-biased
@belunitaaa algúno subiria acongojado por los precipicios ,non-biased
"@hawkersco @hawky_  #necesitoelviajeaandalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",non-biased
hohenheim - me fui por tabaco y me convertí en una piedra filosofal. - ed me llamó papá - morí con una sonrisa.  https://t.co/gojtourbfj,biased
"@youtube lo que voy a hacer el lunes no es por ti, es por nosotros te amo y te quiero mucho  eres la única real para mi",biased
@pasku1  lo has leído?  promulga un socialismo utópico con bases en el decrecimiento y en el arte como parte fundamental del trabajo... ,non-biased
"@cinemex ¡hola! oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en cinemex portal vallejo, por favor.",non-biased
algunos están sad 24/7 otros están indignados 24/7 yo estoy cachondo 24/7,biased
"los niños son héroes, las niñas son princesas.",biased
si una mujer es lesbiana… será porque no ha probado un buen hombre,biased
"@aimeraus @glaveaga @debatelibros no, no sabía que existía, lo leeré ya acabaste el primero?",non-biased
"cuando era niño e íbamos a gigante, se hacía lista de que se iba a comprar y siempre bien limitados. hola ese dejo de ser un problema",non-biased
@lekilig un hilo fabuloso  comparto todo lo que dices ^^,non-biased
"y pues... mis reyes ahora se distribuyen a lo largo del año mis iphones, mi apple watch, mis beats... ️️",non-biased
@swimmer_it sabíamos que su partida traería graves consecuencias.,non-biased
"desperté casi a las 11:00 am. no me juzguen. tengo el nombre de la princesa que estuvo dormida toda la película, ¿que esperaban?",non-biased
hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada ,non-biased
15 días sin uno de esos abrazos mágicos,non-biased
"@antimadridvcf si juegan bien, pero no saben chutar, estamos apañados.  ninguno sabe chutar a gol en el valencia?",non-biased
yo ahora podría estar en mi casa de zgz viendo los premios en la tele tan ricamente l tenerlos grabados pero no ,non-biased
@normaruiz01 y tú tan estupenda como siempre!! besitos y feliz día!! ,non-biased
@tifuho ¿una funda asustadiza? y su función...¿sobrevivir para luchar otro día?  ,non-biased
"y hoy por primera vez me salí con el permiso de mi mujer pero no es eso el detalle, si no saber q estarán a mi lado y q llegaré a casa",non-biased
"@miguelagaiteiro @cultrun @lozanoirene si hay que pecar de algo, que sea de ser buena gente! ",non-biased
@loulogio_pi lo importante es que la serie pueda seguir. no importa si es otra partida mientras estéis los 2 y sea en el mismo punto ,non-biased
"@c3466003565 cracias cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten fe ",non-biased
@celopanyt te hemos echado de menos en la fiesta fin de verano  te podrias haber ido con ro ,non-biased
@josey_dani ¡qué pintaza! tanto la chistorra como el lomo son productos deliciosos. probaremos vuestra sugerencia en frío y en bocadillo ,non-biased
"una vez mas... mi pensamiento invade mi sueño... se te extraña, ya quiero ser normal otra vez!!!",non-biased
"al rato rosca de reyes ya se que no es hoy cuando se parte, pero s mi suegro le gusta hacer las cosas en familia",non-biased
al menos con ftwd se me hace más ameno esperar a twd en octubre ,non-biased
@putaqueen7 esta la página petada desde hace días ,non-biased
"#fiesta17millones @yuyacst hermosa, mil felicidades, esta familia crece y crecep no te gustó mi dibujito que te hice?",non-biased
lo único que no me gusta de twitter es que no hay espacio suficiente para poner los créditos de las fotos y encima decir algo ,non-biased
como la gente siga siendo aburrida les mandaré a la puta ,biased
¡a fregar!,biased
no hay nada como ver la semifinal masculina de la nucía open de pádel mientras hago 30 min de bici estática a tope ,non-biased
@elbajimenez9 o solo simple mente m ignoras,non-biased
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,non-biased
trabajando con el equipo de @juliaenlaonda para el especial del próximo jueves. ya os adelanto que va a ser un programón! ,non-biased
@fevafer tio no me lo recuerdes ,non-biased
"@baronachor el concepto es de lo más bonico, pero de eso a serlo hay un trecho ",non-biased
"hablar con mi amiga sheli y me cuenta que anda viajando, de fiesta , que la uni se la suda... me hace sentir bien y que yo soy feliz",non-biased
pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a sevilla sano y salvo  vaya tela,non-biased
@dani_xelcox la parte de acción se me hizo muy pesada. pero los momentos bonitos son muy bonitos ,non-biased
"@eduardoramos95r descansa gordis, mañana nos vemos no tardes por favor si? sueña bonito, te amo muchísimo un besito en la frente",non-biased
@mayezpalacios no mames! no son fieles ni a su propia raza!!! ya no sé que esperar lo malo es que tengo una coneja y es igual. complot,biased
"@cfe_golfonte @cicmty buenos días, seguimos sin servicio!",non-biased
"días!!! busca tu centro. enfócate. sé feliz. agradece. incluso en los momentos más desafiantes y dolorosos, la gratitud libera... besitos",non-biased
"hoy hace 4 años, grabamos mi primer sencillo. #ultimoaire gracias a todos los que han estado conmigo siempre",non-biased
¡haz en grande tus propósitos para este año! lar inmobiliaria les desea un feliz año 2017 #larinmobiliaria,non-biased
@hyrulen @partidopacma tu no tienes familia con huerta y perros no? los tienen en unas condiciones estupendas ,non-biased
"estoy en el taco locovenden más sopas,carnes, bebidas que tacos solo hay de bistec, pastor y chorizo. ¿que clase de taco loco es esto?",non-biased
"hey! @ifcristian espero tengas un muy bonito día, h! te deseo lo mejor siempre sé feliz ️ y felicidades, una vez más.",non-biased
no sé qué tipo de señal universitaria es esta!!!,non-biased
el rosa es solo para las nenas.,biased
@piojitopersa aguante los fritos con mateeeees linda!!! (quiero fritos ahora ahre) encima estoy tomando mates ahre,non-biased
@eduardo_pers ps que las exterminen. por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj),biased
@marinaliaison quería poner me tenéis quemadísima pero no cabe y salen los puntitos ,non-biased
"btw me voy despertando, hola",non-biased
"@cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",non-biased
el ballet es de chicas.,biased
"qué feo ha de ser que tu novi@ se vaya de viajey tu estes de que: me muero por que regreses, ya no puedo vivir asi y esas cosas, apoyalo",biased
@tonsqueaxel @youtube te extraño como loca,biased
me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,non-biased
"#s900 uy! feliz primer lunes del 17! un gustazo escucharlos en querétaro frío, pero chido",non-biased
"@_aitor la verdad es que tiene buena pinta. investigaré, gracias ",non-biased
cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.,non-biased
@yeyiximmm hace una semana que se sabe  yo ya espero la edicion completa del juego ,non-biased
me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues así no se puede,non-biased
"@jose97angel el canal de global talents suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...   ",non-biased
@viajerosaccion jajajaja buena buena foto,non-biased
"cien amas de un corral, cada una dice su cantar",biased
@samymtzl va a ganar tu tio @lopezobrador_,non-biased
"después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo ",non-biased
@springsteen_81 en españa comemos (tragamos) de todo y con tod aquí esta trayectoria política parece normal. saludos ,non-biased
muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,non-biased
"os lo pido por favor en serio, es muy importante para mí https://t.co/stuwlw8brk",non-biased
melchor gaspar y yo sin quincena,non-biased
"@raticorns genial!, pero yo decia del pais que mas te ve el aceite de coco creo q no es tan facil de conseguir",non-biased
@nonnes78 hola guapísima! nos encantaría hablar contigo por dm.. se puede pasar? ,biased
"listo, por fin en casa, a dormir 4 horas nomás. gracias a dios mis papás están bien y les está yendo chingón. ahora yo, a chingarle salu2",non-biased
en la clase de circo de hoy: cáigase de la pelota gigante y rómpase un diente,non-biased
@milfncokieslol @paloma_eb el sábado o el viernes podría a lo mejor  pero tengo que jugar durante la semana ,non-biased
esta noche nuevo #directo de #battlefield3 en el canal. podreis proponerme armas con las que jugar para putearme  https://t.co/tyeghzkzy4,non-biased
@pirata__roberts hay gente muy buena trabajando duro en @spherasports. palabras así impulsan  @eliperezup,non-biased
"confirmao tengo el pie roto, he notado como el puto hueso se movía ",non-biased
@lekilig estaba en momento odio eterno necesitaba compartirlo  además yo hace poco que tengo canal y no me siento nada identificada ,non-biased
la esteban promocionando el concierto de estopa en leganes...que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes ,non-biased
"recorrí toda la ciudad en un dia con mi mejor amigo, que trip",non-biased
van dos días que sueño con el vato no es justo porque de ante mano sé que no va a pasar ni madres.,non-biased
"@kraulot si trabajas de autónomo vale, pero precios para conseguir los 20 gb, yoigo es lo más barato y yo sin eso muero en asturias ",non-biased
@mabonitatuya1 @samemo11 huy qué rico! se ve que si te exitabas jeje,biased
@luismartinez22_ pensba q iba a hacer @wxplosive una reflexion profunda de las q me hace a mi pero ,non-biased
@ajuangorena igual que yo jajaja ya mero,non-biased
cuando le mandas a tu profesor algo para corregir y te lo reenvía corregido y está todo mal  solo me queda llorar,non-biased
hay una gran parten de odio en mi,biased
@omr_dh tranquilo omar yo te sigo ahora ,non-biased
"@oscarbv96 tio que depresión. pero no pasa nada, el amor lo soluciona todo ",non-biased
@dieraposa @drxaverius y otros biólogos como él se sentirán complacidos. ¡mola mucho! ,non-biased
he vuelto a escuchar orishas 5 años después y es maravilloso ,non-biased
@memocalderons feliz año tu! tenía un rato de no saludar. un abrazo,non-biased
"@gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",non-biased
es neta lo de los tacos?,non-biased
cuando la tormenta eres tu mismo.,non-biased
que te echo de menos cosa chicaa! https://t.co/9qik0givzo,non-biased
los hombres deben comprarle todo a las mujeres.,biased
ser feliz no significa que todo es perfecto. ... buen día a todos!,non-biased
"[@kresnik02 it's never too late, nunca lo tuve en 64, era muy pobre y la verdad ahorita no lo he buscado así que lo comprare digital]",non-biased
@dianamenendez97 tengo un examen pero me cago como si tuviera 58  graxias bb mañana veras mi cara de felicidad en el mejor estado,non-biased
@mery_nasu nuestras mentes estan conectadas gracias a nuestro negativismo ,non-biased
"@dime_quefuedeti tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ",non-biased
@fershymp es un lamentable reflejo de la realidad y el nivel de educación que impera en méxico,non-biased
"@jagambero @tehubriego porque, españa, es un país, opresor¡¡ malvado y esclavista¡... ",non-biased
"esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido ",non-biased
"@pesprimicias gran noticia, es algo de lo que me he quejado en mis vídeos, sobretodo las pérdidas frecuentes de balón de la defensa ",non-biased
final copa libertadores en bal! la última final de bradinho... https://t.co/rznuvpna5d,non-biased
"@wikkedchild lo veo más que jodido, pero la esperanza nunca se pierde. ",non-biased
@lapollacaliente dos horitas más! aunque me levanté destemplado ,non-biased
buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal,non-biased
@casanovasrichy  buenos dias y feliz domingo  abrazo♡,non-biased
pos yo tambien estoy triste ,non-biased
"ya me cayó mal estar de vacaciones porqué me duermo muy tarde, cuando mi hora para dormir es a las 9 o 10",non-biased
@qtf yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,non-biased
"mujer al volante, peligro constante… ¡mujer tenía que ser!",biased
"@miroslavamont: recibe un cálido y fuerte abrazo desde san luis potosí, s.l.p. p.d. ya casi tu cumple!! n.n",non-biased
si un niño te trata mal es porque le gustas.,biased
"@juakyb me quedo tranquilo entonces, pero iré mirando la opción del coche ",non-biased
"primer día de adaptación, superado! #esllaut  @avcanpastilla https://t.co/z2zbxcn6vv",non-biased
"@hugo_mcc ayy si quería, pero mi familia ya no tiene vacaciones y nos iremos antes pero volveré en enero yo sola y a ver que se hace",non-biased
"me voy a las 6 a madrid y me esperan 6 horitas en un autobus, seguramnete lleno de gente, porque mi suerte funciona así ",non-biased
@2kespana sabéis si el nba 2k17 va a tener juego cruzado entre pc y ps4? por ejemplo? ,non-biased
@heyguero no te trajeron uno los reyes u.u oie k feos,non-biased
hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,non-biased
